"insee","11","12","13","14","15","21","22","23","24","31","32","51","xx"
"14269",19.2,17.69,0,4.99,0.33,25.55,0.34,207.92,0.74,109.14,88.4,19.2,0
"14270",27.16,15.79,0,5.64,0.24,115.83,3.19,195.79,0.04,33.36,111.97,0.02,0
"14271",122.79,69.83,0,13.09,47.86,271.69,11.72,65.95,0.31,18.86,51.04,12.21,0
"14272",11.29,11.54,0.23,0.49,0,204.57,0,353.57,0.48,10.78,71.99,1.57,0
"14273",12.47,21.44,0,0.72,0,432.09,6.38,259.07,0.13,242.8,106.6,4.62,0
"14274",88.7,23.25,0,6.95,12.27,314.71,0.07,48.2,2.07,1.37,24.4,1.3,0
"14275",20.17,13.76,0,3.38,0.38,436.25,0.11,45.59,0.57,27.32,32.4,1.52,0
"14276",17.56,18.12,0,2.26,0.44,457.9,0.47,179.52,0.84,108.11,62.07,2.09,0
"14277",64.75,57.64,0.93,3.32,6.78,807.84,3.11,24.51,0.58,0.17,42.19,3.56,0
"14278",43.91,27.72,0,4.79,3.68,662.98,0,185.95,0.62,0.41,77.05,2.78,0
"14279",8.63,10.47,0,1.61,0,115.94,2.67,109.24,0.02,10.53,28.06,1.41,0
"14280",16.48,11.49,0,2.96,0.14,125.96,0,334.23,0.08,1,104.71,1.33,0
"14281",22.84,33.68,0,0.52,0.59,435.12,0.25,499.93,2.48,0.76,103.19,2.7,0
"14282",16.32,16.16,0,0.92,0.17,407.83,0.18,161.34,0.38,0.5,51.23,1.33,0
"14283",12.03,12.12,0,0.82,0.65,377.2,0,54.21,1.4,0.4,16.15,0.48,0
"14284",8.16,11.24,0,1.23,0.08,199.54,0,187.33,0.51,66.69,65.35,1.67,0
"14285",3.62,4.56,0,0.78,0.47,79.25,0.07,145.07,0.24,15.27,55.38,0.7,0
"14286",45.57,21.12,0,13.75,3.98,142.51,3.18,271,0,27.84,152.43,4.12,0
"14287",73.86,34.63,0,3.08,8.24,469.57,0.03,26.5,1.6,7.96,23.84,7.42,0
"14288",42.39,18.63,0,6.99,2.05,557.53,0,51.43,0.84,5.92,21.28,0.74,0
"14289",27.27,26.28,0,3.59,0.33,575.98,6.8,105.23,0.27,15.71,59.12,2.89,0
